project,amt_2024_actual,amt_2025_approved,amt_2025_revised,amt_2025_perf,amt_2026_approved,amt_2026_tag_climate,amt_2026_tag_nutrition,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
Purchase Of 11 Nos Of Tipping Trucks for Borno Road Maintenace Agency.,111003400.0,2000000000.0,2000000000.0,1702500000.0,1000000000.0,0.0,0.0,216,0.65359,0.67157,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23010107,PURCHASE OF TRUCKS,70451,ROAD TRANSPORT,20821300,JERE,06100124004500,Housing and Urban Development - General
Purchase Of 11 Nos Of Tipping Trucks for Borno Road Maintenace Agency.,0.0,7000000.0,7000000.0,0.0,1000000000.0,0.0,0.0,216,0.66176,0.67974,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23010107,PURCHASE OF TRUCKS,70451,ROAD TRANSPORT,20821300,JERE,06100126003100,Housing and Urban Development - General
"Purchase Of office furnitures (6 Nos Executive Chairs And 4 NosTables, 7 Nos of Visitors Chairs, 1No of Samsung Tv Flat Screens And Ceiling Fans) for Borno road maitenance agency",0.0,7000000.0,4000000.0,0.0,7000000.0,0.0,0.0,216,0.66912,0.68709,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70451,ROAD TRANSPORT,20821300,JERE,06100124004700,Housing and Urban Development - General
Purchase Of Computers ( 4 Nos Of Hp Notebook 15 Intel Core I5 - 16Gb Ram- 1Tb Hdd) for Borno Road Maintenace Agency.,0.0,4000000.0,2000000.0,0.0,4000000.0,0.0,0.0,216,0.67729,0.69526,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23010113,PURCHASE OF COMPUTERS,70451,ROAD TRANSPORT,20821300,JERE,06100124004800,Housing and Urban Development - General
Purchase Of Computer Printers (4 Nos Of Hp Officejet Pro 9013 All-In-One Printer Prepaid) for Borno Road Maintenace Agency.,0.0,2000000.0,2000000.0,0.0,2000000.0,0.0,0.0,216,0.68546,0.70343,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23010114,PURCHASE OF COMPUTER PRINTERS,70451,ROAD TRANSPORT,20821300,JERE,06100124004900,Housing and Urban Development - General
Purchase Of Photocopying Machines (Sharp Monochrome Ar-6020V Photocopier) for Borno Road Maintenace Agency.,0.0,2000000.0,10000000.0,0.0,2000000.0,0.0,0.0,216,0.69363,0.7116,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23010115,PURCHASE OF PHOTOCOPYING MACHINES,70451,ROAD TRANSPORT,20821300,JERE,06100124005000,Housing and Urban Development - General
Purchases Of Surveying Equipment (Theodolite Northwest Instrument Nts03 Total Station) for Borno Roa,222586133.84,10000000.0,30000000.0,0.0,10000000.0,0.0,0.0,216,0.7018,0.71977,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23010133,PURCHASES OF SURVEYING EQUIPMENT70451 - ROAD TRANSPORT,,d Maintenace Agency.,20821300,JERE,06100124005100,Housing and Urban Development - General
Purchase Of Heavy Duty Plants & Machineries (One Asphalt Paver And Logistics) for Borno Road Maintenace Agency.,2967463910.99,1000000000.0,25000000.0,0.0,0.0,0.0,0.0,216,0.70997,0.72794,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23010139,PURCHASE OF HEAVY DUTY PLANTS & MACHINERIES,70451,ROAD TRANSPORT,20821300,JERE,06100123001600,Housing and Urban Development - General
Purchase Of 1 No of Power Generating Set (500kVA Maikano Model) for Borno Road Maintenace Agency.,1688072447.65,25000000.0,6579247000.0,4658520722.5,25435000.0,0.0,0.0,216,0.71814,0.73611,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23010119,PURCHASE OF POWER GENERATING SET,70451,ROAD TRANSPORT,20821300,JERE,06100123001700,Housing and Urban Development - General
Provision Of Road & Drains At Waka College Of Education Biu lga,0.0,5079247000.0,7956188000.0,8089596630.0,3708838000.0,0.0,0.0,216,0.72549,0.74346,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23020114,CONSTRUCTION / PROVISION OF ROADS,70451,ROAD TRANSPORT,20830500,BIU,06100123001800,Housing and Urban Development - General
Provision Of Road & Drains At Lau Dam in Konduga lga,0.0,0.0,0.0,0.0,1160000000.0,0.0,0.0,216,0.73366,0.75163,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23020114,CONSTRUCTION / PROVISION OF ROADS,70451,ROAD TRANSPORT,20830500,BIU,06100126003200,Housing and Urban Development - General
Provision Of Road & Drains At Jidda Polo in jere lga,0.0,0.0,0.0,0.0,1160000000.0,0.0,0.0,216,0.74183,0.7598,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23020114,CONSTRUCTION / PROVISION OF ROADS,70451,ROAD TRANSPORT,20830500,BIU,06100126003300,Housing and Urban Development - General
Provision Of Road & Drains At Gomari airpost jere lga,0.0,0.0,0.0,0.0,1160000000.0,0.0,0.0,216,0.75,0.76797,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23020114,CONSTRUCTION / PROVISION OF ROADS,70451,ROAD TRANSPORT,20830500,BIU,06100126003400,Housing and Urban Development - General
Provision Of Road & Drains At Damboa Town in Damboa lga,0.0,0.0,0.0,0.0,1160000000.0,0.0,0.0,216,0.75817,0.77614,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23020114,CONSTRUCTION / PROVISION OF ROADS,70451,ROAD TRANSPORT,20830500,BIU,06100126003500,Housing and Urban Development - General
Provision Of Road & Drains At Chibok lga,0.0,0.0,0.0,0.0,1160000000.0,0.0,0.0,216,0.76634,0.78431,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23020114,CONSTRUCTION / PROVISION OF ROADS,70451,ROAD TRANSPORT,20830500,BIU,06100126003600,Housing and Urban Development - General
Repairs of Road From Old Welcome To State University Within Mmc Lga,0.0,3956188000.0,0.0,0.0,3817589000.0,0.0,0.0,216,0.77369,0.79167,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23030113,REHABILITATION / REPAIRS - ROADS,70451,ROAD TRANSPORT,20822100,MAIDUGURI METRO,06100124005200,Housing and Urban Development - General
Repairs of Road From Galadima Junction to Bulabulin Ganaram in Jere Lga,0.0,0.0,0.0,0.0,1268750000.0,0.0,0.0,216,0.78186,0.79984,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23030113,REHABILITATION / REPAIRS - ROADS,70451,ROAD TRANSPORT,20822100,MAIDUGURI METRO,06100126003700,Housing and Urban Development - General
Repairs of Road From Mairi Kuwait to Zannari in Jere Lga,0.0,0.0,0.0,0.0,1268750000.0,0.0,0.0,216,0.79003,0.80801,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23030113,REHABILITATION / REPAIRS - ROADS,70451,ROAD TRANSPORT,20822100,MAIDUGURI METRO,06100126003800,Housing and Urban Development - General
Repairs of Road From Tudun wada to Shuwari-III in Konduga Lga,0.0,0.0,0.0,0.0,1268750000.0,0.0,0.0,216,0.7982,0.81618,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23030113,REHABILITATION / REPAIRS - ROADS,70451,ROAD TRANSPORT,20822100,MAIDUGURI METRO,06100126003900,Housing and Urban Development - General
Monitoring And Evaluation for Borno Road Maintenace Agency.,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,216,0.80637,0.82435,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23050103,MONITORING AND EVALUATION,70451,ROAD TRANSPORT,20821300,JERE,06100125000100,Housing and Urban Development - General
Purchase Of 1 No.Toyota Hilux for Borno Road Maintenace Agency.,0.0,20000000.0,0.0,0.0,20000000.0,0.0,0.0,216,0.81454,0.83252,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23010105,PURCHASE OF MOTOR VEHICLES,70451,ROAD TRANSPORT,20821300,JERE,06100125000200,Housing and Urban Development - General
Provision Of Road & Drains At Waka College Of Education Biu lga,0.0,0.0,0.0,0.0,1600000000.0,0.0,0.0,216,0.8219,0.83987,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23020114,CONSTRUCTION / PROVISION OF ROADS,70451,ROAD TRANSPORT,20830500,BIU,06100126004000,Housing and Urban Development - General
Provision Of Road & Drains At Waka College Of Education Konduga lga,0.0,0.0,0.0,0.0,1600000000.0,0.0,0.0,216,0.83007,0.84804,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23020114,CONSTRUCTION / PROVISION OF ROADS,70451,ROAD TRANSPORT,20821600,KONDUGA,06100126004100,Housing and Urban Development - General
Provision Of Road & Drains At Waka College Of Education Shani lga,0.0,0.0,0.0,0.0,800000000.0,0.0,0.0,216,0.83824,0.85621,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23020114,CONSTRUCTION / PROVISION OF ROADS,70451,ROAD TRANSPORT,20832700,SHANI,06100126004200,Housing and Urban Development - General
Repairs of Road From Old Welcome To State University Within Bayo Lga,0.0,0.0,0.0,0.0,1600000000.0,0.0,0.0,216,0.84641,0.86438,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23030113,REHABILITATION / REPAIRS - ROADS,70451,ROAD TRANSPORT,20830400,BAYO,06100126004300,Housing and Urban Development - General
Repairs of Road From Old Welcome To State University Within Guzamala Lga,0.0,0.0,0.0,0.0,1600000000.0,0.0,0.0,216,0.85458,0.87255,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23030113,REHABILITATION / REPAIRS - ROADS,70451,ROAD TRANSPORT,20811000,GUZAMALA,06100126004400,Housing and Urban Development - General
Repairs of Road From Old Welcome To State University Within Ngala Lga,0.0,0.0,0.0,0.0,800000000.0,0.0,0.0,216,0.86275,0.88072,023400400100,BORNO STATE ROAD MAINTENANCE AGENCY (BORMA),23030113,REHABILITATION / REPAIRS - ROADS,70451,ROAD TRANSPORT,20822500,NGALA,06100126004500,Housing and Urban Development - General
Acquisition Of Land for reconstruction of Houses across the state.,0.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,216,0.90278,0.92075,023400700100,BORNO STATE HOUSING CORPORATION,23010101,PURCHASE / ACQUISITION OF LAND,70611,HOUSING DEVELOPMENT,20821300,JERE,06100124006000,Housing and Urban Development - General
Purchase Of 2Nos. of Vans/Publicity for Borno State Housing Coorperation.,0.0,5000000.0,5000000.0,0.0,10000000.0,0.0,0.0,217,0.09069,0.10866,023400700100,BORNO STATE HOUSING CORPORATION,23010106,PURCHASE OF VANS,70611,HOUSING DEVELOPMENT,20821300,JERE,06100124006100,Housing and Urban Development - General
Purchase Of 10Nos. of Executive Tables And 20Nos. of Executive Chairs for Borno State Housing Coorperation.,0.0,2000000.0,2000000.0,0.0,2000000.0,0.0,0.0,217,0.09886,0.11683,023400700100,BORNO STATE HOUSING CORPORATION,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70611,HOUSING DEVELOPMENT,20821300,JERE,06100124006200,Housing and Urban Development - General
Purchase Of 6Nos. of Hp Printer Computers for Borno State Housing Coorperation.,0.0,5000000.0,5000000.0,0.0,5000000.0,0.0,0.0,217,0.10621,0.12418,023400700100,BORNO STATE HOUSING CORPORATION,23010113,PURCHASE OF COMPUTERS,70611,HOUSING DEVELOPMENT,20821300,JERE,06100124006300,Housing and Urban Development - General
Purchase Of 6Nos. of Hp Desktop Computers And 5Nos. of Hp Laptops for Borno State Housing Coorperation.,0.0,2000000.0,2000000.0,0.0,2000000.0,0.0,0.0,217,0.11438,0.13235,023400700100,BORNO STATE HOUSING CORPORATION,23010114,PURCHASE OF COMPUTER PRINTERS,70611,HOUSING DEVELOPMENT,20821300,JERE,06100124006400,Housing and Urban Development - General
Purchase Of 2Nos. of Sharp Photocopying Machines for Borno State Housing Coorperation.,0.0,2000000.0,2000000.0,0.0,2000000.0,0.0,0.0,217,0.12255,0.14052,023400700100,BORNO STATE HOUSING CORPORATION,23010115,PURCHASE OF PHOTOCOPYING MACHINES,70611,HOUSING DEVELOPMENT,20821300,JERE,06100124006500,Housing and Urban Development - General
"Provision of shops across 1000, 777, 505 estate and Ibrahim taiwo estate with the state.",0.0,279000000.0,279000000.0,0.0,79000000.0,0.0,0.0,217,0.13072,0.14869,023400700100,BORNO STATE HOUSING CORPORATION,23020124,CONSTRUCTION OF MARKETS/PARKS,70611,HOUSING DEVELOPMENT,20821300,JERE,06100124006600,Housing and Urban Development - General
"Purchase Of 10No Sets Of Executive Chairs, Tables And Carbinates for Ministry of Water Resources",0.0,25500000.0,25500000.0,0.0,10000000.0,0.0,0.0,217,0.17075,0.18873,025200100100,MINISTRY OF WATER RESOURCES,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70631,WATER SUPPLY,20821300,JERE,10100124000100,Water Resources and Rural Deve - General
Purchase Of 10 Nos Of Hp 15-Notebook Intel Core I7-10510U for Ministry of Water Resources,0.0,15500000.0,15500000.0,142000.0,10000000.0,0.0,0.0,217,0.17892,0.1969,025200100100,MINISTRY OF WATER RESOURCES,23010113,PURCHASE OF COMPUTERS,70631,WATER SUPPLY,20821300,JERE,10100124000200,Water Resources and Rural Deve - General
Purchase Of 4 Nos Of Hp Colour Lasarjet Pro M283Fdw for Ministry of Water Resources,0.0,2000000.0,2000000.0,0.0,2000000.0,0.0,0.0,217,0.18709,0.20507,025200100100,MINISTRY OF WATER RESOURCES,23010114,PURCHASE OF COMPUTER PRINTERS,70631,WATER SUPPLY,20821300,JERE,10100124000300,Water Resources and Rural Deve - General
Purchase Of 4 Nos Of Sharp Ar5731 Photocopier for Ministry of Water Resources,0.0,8550000.0,8550000.0,120000.0,2000000.0,0.0,0.0,217,0.19526,0.21324,025200100100,MINISTRY OF WATER RESOURCES,23010115,PURCHASE OF PHOTOCOPYING MACHINES,70631,WATER SUPPLY,20821300,JERE,10100124000400,Water Resources and Rural Deve - General
Purchase Of One Cat 3512 1275Kva And Cat 3512 1000Kva for Ministry of Water Resources,190303000.0,100000000.0,100000000.0,0.0,100000000.0,0.0,0.0,217,0.20343,0.22141,025200100100,MINISTRY OF WATER RESOURCES,23010119,PURCHASE OF POWER GENERATING SET,70631,WATER SUPPLY,20821300,JERE,10100124000500,Water Resources and Rural Deve - General
"Purchase Of 2 Nos Weir Multi - Stage Pump Vs Electric Titan Ii Motor 337Kw, 2 Nos Weir Double Intake H",1097003800.0,826550000.0,826550000.0,0.0,800000000.0,0.0,0.0,217,0.21078,0.22876,025200100100,MINISTRY OF WATER RESOURCES,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT 70631 - WATER SUPPLY,,"igh Lift Pump 132Kw, 2 Nos Weir End Suction Single Stage Pump 75Kw, 2 Nos Hibon 100L/Hr Double Lope Blower Mmc",20821300,JERE,10100124000600,Water Resources and Rural Deve - General
Repairs of 50Nos of Boreholes within mmc lga,30086100.0,1000000000.0,2200000000.0,0.0,600000000.0,0.0,0.0,217,0.21895,0.23693,025200100100,MINISTRY OF WATER RESOURCES,23020105,CONSTRUCTION / PROVISION OF WATER FACILITIES,70611,HOUSING DEVELOPMENT,20822100,MAIDUGURI METRO,10100124000800,Water Resources and Rural Deve - General
Repairs of 20Nos of Boreholes for the ministry of water resources,48956247.54,511900000.0,1000000000.0,189643719.0,400000000.0,0.0,0.0,217,0.22712,0.2451,025200100100,MINISTRY OF WATER RESOURCES,23030104,REHABILITATION / REPAIRS - WATER FACILITIES,70631,WATER SUPPLY,20821300,JERE,10100123000100,Water Resources and Rural Deve - General
Repairs of office building for the ministry of water resources,29460000.0,10000000.0,511900000.0,424195423.8,20000000.0,0.0,0.0,217,0.23529,0.25327,025200100100,MINISTRY OF WATER RESOURCES,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70631,WATER SUPPLY,20821300,JERE,10100123000200,Water Resources and Rural Deve - General
Survey On Pipe Retuculation And Geo Physical Survey,0.0,20000000.0,10000000.0,7726000.0,30000000.0,0.0,0.0,217,0.24346,0.26144,025200100100,MINISTRY OF WATER RESOURCES,23030125,REHABILITATION/REPAIRS- POWER GENERATING PLANTS,70631,WATER SUPPLY,20821300,JERE,10100123000300,Water Resources and Rural Deve - General
"Research And Development-Water Resources study, water data collection and water reource related topic conducted.",0.0,15000000.0,20000000.0,0.0,11000000.0,0.0,0.0,217,0.25163,0.26961,025200100100,MINISTRY OF WATER RESOURCES,23050101,RESEARCH AND DEVELOPMENT,70631,WATER SUPPLY,20821300,JERE,10100123000400,Water Resources and Rural Deve - General
Monitoring Of On-Going Projects Across State,0.0,65000000.0,80000000.0,9273000.0,15000000.0,0.0,0.0,217,0.2598,0.27778,025200100100,MINISTRY OF WATER RESOURCES,23050103,MONITORING AND EVALUATION,70631,WATER SUPPLY,20821300,JERE,10100123000500,Water Resources and Rural Deve - General
"Purchase and installation Of 800 Unit of solar-powered pumps, & accessories and Drilling Rig Parts.",0.0,445000000.0,0.0,0.0,945000000.0,0.0,0.0,217,0.29984,0.31781,025210300100,BORNO STATE RURAL WATER SUPPLY AND SANITATION AGENCY (RUWASSA),23010129,PURCHASE OF INDUSTRIAL EQUIPMENT,70631,WATER SUPPLY,20821300,JERE,10100124000900,Water Resources and Rural Deve - General
"Construction of Boreholes, overhead tanks and pipe network provided by (PEWASH) in mmc",0.0,2635000000.0,0.0,0.0,1104700000.0,0.0,0.0,217,0.30801,0.32598,025210300100,BORNO STATE RURAL WATER SUPPLY AND SANITATION AGENCY (RUWASSA),23020105,CONSTRUCTION / PROVISION OF WATER FACILITIES,70631,WATER SUPPLY,20842800,State wide,10100123000600,Water Resources and Rural Deve - General
"Construction of Boreholes, overhead tanks and pipe network provided by (PEWASH) in mafa",0.0,0.0,0.0,0.0,1104700000.0,0.0,0.0,217,0.31536,0.33333,025210300100,BORNO STATE RURAL WATER SUPPLY AND SANITATION AGENCY (RUWASSA),23020105,CONSTRUCTION / PROVISION OF WATER FACILITIES,70631,WATER SUPPLY,20842800,State wide,10100126000100,Water Resources and Rural Deve - General
"Construction of Boreholes, overhead tanks and pipe network provided by (PEWASH) in Gwoza",0.0,0.0,0.0,0.0,1104700000.0,0.0,0.0,217,0.32353,0.3415,025210300100,BORNO STATE RURAL WATER SUPPLY AND SANITATION AGENCY (RUWASSA),23020105,CONSTRUCTION / PROVISION OF WATER FACILITIES,70631,WATER SUPPLY,20842800,State wide,10100126000200,Water Resources and Rural Deve - General
"Construction of Boreholes, overhead tanks and pipe network provided by (PEWASH) in Damboa local Govt.",0.0,0.0,0.0,0.0,1104700000.0,0.0,0.0,217,0.3317,0.34967,025210300100,BORNO STATE RURAL WATER SUPPLY AND SANITATION AGENCY (RUWASSA),23020105,CONSTRUCTION / PROVISION OF WATER FACILITIES,70631,WATER SUPPLY,20842800,State wide,10100126000300,Water Resources and Rural Deve - General
"Construction of Boreholes, overhead tanks and pipe network provided by (PEWASH) in Jere local Govt.",0.0,0.0,0.0,0.0,1104700000.0,0.0,0.0,217,0.33987,0.35784,025210300100,BORNO STATE RURAL WATER SUPPLY AND SANITATION AGENCY (RUWASSA),23020105,CONSTRUCTION / PROVISION OF WATER FACILITIES,70631,WATER SUPPLY,20821300,JERE,10100126000400,Water Resources and Rural Deve - General
"Construction of Boreholes, overhead tanks and pipe network provided by (PEWASH) in Damasack",0.0,0.0,0.0,0.0,1104700000.0,0.0,0.0,217,0.34804,0.36601,025210300100,BORNO STATE RURAL WATER SUPPLY AND SANITATION AGENCY (RUWASSA),23020105,CONSTRUCTION / PROVISION OF WATER FACILITIES,70631,WATER SUPPLY,20821300,JERE,10100126000500,Water Resources and Rural Deve - General
"Construction of Boreholes, overhead tanks and pipe network provided by (PEWASH) in Monguno Local Government",0.0,0.0,0.0,0.0,1104700000.0,0.0,0.0,217,0.35621,0.37418,025210300100,BORNO STATE RURAL WATER SUPPLY AND SANITATION AGENCY (RUWASSA),23020105,CONSTRUCTION / PROVISION OF WATER FACILITIES,70631,WATER SUPPLY,20821300,JERE,10100126000600,Water Resources and Rural Deve - General
